Cation_SMILES,Anion_SMILES,IL_SMILES,Pressure(bar),Temperature(K),LOG10(VISCOSITY)(mPa.s),Molar mass(g/mol)
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,368.87,0.79,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,377.93,0.71,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,387.51,0.62,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,473,0.29,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,283.15,1.92,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,288.15,1.84,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,293.15,1.76,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,298.15,1.67,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,303.15,1.61,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,308.15,1.53,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,313.15,1.46,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,323.15,1.34,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,333.15,1.23,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,343.15,1.15,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,283.15,2.03,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,293.15,1.8,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,298.15,1.7,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,303.15,1.6,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,313.15,1.44,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,323.15,1.3,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,333.15,1.18,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,343.15,1.06,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,353.15,0.96,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,363.15,0.89,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],1,373.15,0.81,419.369
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],1,283.15,2.32,288.291
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],1,293.15,2.06,288.291
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],1,298.15,1.95,288.291
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],1,303.15,1.85,288.291
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],1,308.15,1.75,288.291
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],1,313.15,1.66,288.291
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],1,318.15,1.58,288.291
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],1,323.15,1.5,288.291
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],1,328.15,1.43,288.291
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],1,333.15,1.36,288.291
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],1,338.15,1.3,288.291
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],1,343.15,1.24,288.291
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],1,353.15,1.11,288.291
CCCCN1C=C[N+](=C1)C,C(F)(F)(F)S(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],1,363.15,1.04,288.291
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,283,3.21,198.266
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,293,2.81,198.266
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,298,2.64,198.266
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,303,2.49,198.266
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,313,2.22,198.266
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,323,1.99,198.266
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,333,1.79,198.266
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,343,1.62,198.266
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,353.15,1.42,198.266
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,373.15,1.18,198.266
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,393.15,0.95,198.266
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,293.15,2.77,198.266
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,303.15,2.44,198.266
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,313.15,2.15,198.266
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,323.15,1.91,198.266
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,333.15,1.71,198.266
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,343.15,1.53,198.266
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,353.15,1.37,198.266
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,363.15,1.23,198.266
CCCCN1C=C[N+](=C1)C,CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],1,373.15,1.11,198.266
CCCCN1C=C[N+](=C1)C,CCC(=O)[O-],CCCCN1C=C[N+](=C1)C.CCC(=O)[O-],1,303.15,2.51,212.293
CCCCN1C=C[N+](=C1)C,CCC(=O)[O-],CCCCN1C=C[N+](=C1)C.CCC(=O)[O-],1,313.15,2.23,212.293
CCCCN1C=C[N+](=C1)C,CCC(=O)[O-],CCCCN1C=C[N+](=C1)C.CCC(=O)[O-],1,323.15,2,212.293
CCCCN1C=C[N+](=C1)C,CCC(=O)[O-],CCCCN1C=C[N+](=C1)C.CCC(=O)[O-],1,333.15,1.79,212.293
CCCCN1C=C[N+](=C1)C,CCC(=O)[O-],CCCCN1C=C[N+](=C1)C.CCC(=O)[O-],1,343.15,1.61,212.293
CCCCN1C=C[N+](=C1)C,CCCC(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCC(=O)[O-],1,303.15,2.56,226.32
CCCCN1C=C[N+](=C1)C,CCCC(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCC(=O)[O-],1,313.15,2.29,226.32
CCCCN1C=C[N+](=C1)C,CCCC(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCC(=O)[O-],1,323.15,2.05,226.32
CCCCN1C=C[N+](=C1)C,CCCC(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCC(=O)[O-],1,333.15,1.84,226.32
CCCCN1C=C[N+](=C1)C,CCCC(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCC(=O)[O-],1,343.15,1.66,226.32
CCCCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],1,293.15,2.94,348.509
CCCCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],1,303.15,2.65,348.509
CCCCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],1,313.15,2.42,348.509
CCCCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],1,314.25,2.45,348.509
CCCCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],1,323.15,2.18,348.509
CCCCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],1,323.77,2.23,348.509
CCCCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],1,333.04,2.03,348.509
CCCCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],1,333.15,1.99,348.509
CCCCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],1,342.07,1.87,348.509
CCCCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],1,343.15,1.81,348.509
CCCCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],1,352.98,1.7,348.509
CCCCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],1,353.15,1.66,348.509
CCCCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],1,362.1,1.56,348.509
CCCCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],1,363.15,1.49,348.509
CCCCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],1,373.15,1.37,348.509
CCCCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],1,373.9,1.41,348.509
CCCCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],1,384.11,1.3,348.509
CCCCN1C=C[N+](=C1)C,CCCCCCCCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCCCCCCCOS(=O)(=O)[O-],1,395.32,1.18,348.509
CCCCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],1,298.15,2.58,264.347
CCCCN1C=C[N+](=C1)C,CCOS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CCOS(=O)(=O)[O-],1,313.15,2.22,264.347
CCCCN1C=C[N+](=C1)C,COS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],1,293.15,2.46,250.32
CCCCN1C=C[N+](=C1)C,COS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],1,298.15,2.33,250.32
CCCCN1C=C[N+](=C1)C,COS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],1,303.15,2.21,250.32
CCCCN1C=C[N+](=C1)C,COS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],1,308.15,2.09,250.32
CCCCN1C=C[N+](=C1)C,COS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],1,313.15,1.99,250.32
CCCCN1C=C[N+](=C1)C,COS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],1,318.15,1.89,250.32
CCCCN1C=C[N+](=C1)C,COS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],1,323.15,1.79,250.32
CCCCN1C=C[N+](=C1)C,COS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],1,333.15,1.63,250.32
CCCCN1C=C[N+](=C1)C,COS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],1,343.15,1.48,250.32
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1,273.15,3.24,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1,278.15,3.05,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1,283.15,2.88,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1,288.15,2.72,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1,293.15,2.57,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1,298.15,2.43,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,34,298.15,2.46,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,69,298.15,2.49,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,121,298.15,2.52,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,172,298.15,2.55,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,247,298.15,2.6,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,257,298.15,2.6,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,414,298.15,2.68,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,506,298.15,2.74,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,758,298.15,2.88,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1003,298.15,3.02,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1251,298.15,3.16,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1256,298.15,3.17,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1503,298.15,3.3,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1741,298.15,3.43,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1,303.15,2.31,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1,308.15,2.2,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,9,308.15,2.2,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,96,308.15,2.25,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,258,308.15,2.34,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,503,308.15,2.48,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,756,308.15,2.62,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1003,308.15,2.75,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1252,308.15,2.88,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1406,308.15,2.95,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1510,308.15,3.01,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1,313.15,2.08,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1,318.15,1.93,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1,323.15,1.87,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,13,323.15,1.87,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,31,323.15,1.89,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,56,323.15,1.89,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,107,323.15,1.92,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,258,323.15,2,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,508,323.15,2.11,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,758,323.15,2.24,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1007,323.15,2.35,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1255,323.15,2.45,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1504,323.15,2.57,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1752,323.15,2.68,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,2000,323.15,2.79,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,2246,323.15,2.89,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,2493,323.15,3,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,1,333.15,1.69,284.184
CCCCN1C=C[N+](=C1)C,F[P-](F)(F)(F)(F)F,CCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,107,333.15,1.75,284.184
