Cation_SMILES,Anion_SMILES,IL_SMILES,MP(K),LOG10(MP)(K),Molar mass(g/mol)
CCCC[S+]1CCCC1,O=[N+]([O-])[O-],CCCC[S+]1CCCC1.O=[N+]([O-])[O-],327.2,2.515,207.295
CCCC[C@H](CC)C[N+](C)(C)C[C@@H](CC)CCCC,O=C([O-])c1cccnc1,CCCC[C@H](CC)C[N+](C)(C)C[C@@H](CC)CCCC.O=C([O-])c1cccnc1,497.2,2.697,392.628
CC[N+](C)(C)N,N#C[N-][N+](=O)[O-],CC[N+](C)(C)N.N#C[N-][N+](=O)[O-],298.6,2.475,175.192
CCCC[N+](C)(C)N,N#C[N-][N+](=O)[O-],CCCC[N+](C)(C)N.N#C[N-][N+](=O)[O-],282.2,2.451,203.246
[NH3+]CCO,C[C@H](O)C(=O)[O-],[NH3+]CCO.C[C@H](O)C(=O)[O-],214.6,2.332,151.162
OCC[NH+](CCO)CCO,C[C@H](O)C(=O)[O-],OCC[NH+](CCO)CCO.C[C@H](O)C(=O)[O-],218.3,2.339,239.268
[NH3+]CCOCCO,C[C@H](O)C(=O)[O-],[NH3+]CCOCCO.C[C@H](O)C(=O)[O-],217.6,2.338,195.215
CCCCCCCCCCCCOC(=O)C[N+](C)(C)C,C[C@H](O)C(=O)[O-],CCCCCCCCCCCCOC(=O)C[N+](C)(C)C.C[C@H](O)C(=O)[O-],312.2,2.494,375.55
CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C,C[C@H](O)C(=O)[O-],CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.C[C@H](O)C(=O)[O-],321.2,2.507,403.604
CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C,C[C@H](O)C(=O)[O-],CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.C[C@H](O)C(=O)[O-],331.2,2.52,431.658
COC(=O)[C@@H](C)[NH3+],C[C@H](O)C(=O)[O-],COC(=O)[C@@H](C)[NH3+].C[C@H](O)C(=O)[O-],311.2,2.493,193.199
CCOC(=O)[C@@H](C)[NH3+],C[C@H](O)C(=O)[O-],CCOC(=O)[C@@H](C)[NH3+].C[C@H](O)C(=O)[O-],348.2,2.542,207.226
C[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303,2.481,684.362
CC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,428,2.631,694.401
CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,371,2.569,722.455
CCCCn1cc[n+](C)c1,[I-],CCCCn1cc[n+](C)c1.[I-],201.2,2.304,266.126
Cn1c[n+](CCC(F)(F)F)cn1,[I-],Cn1c[n+](CCC(F)(F)F)cn1.[I-],371.2,2.57,307.057
CCCCn1c[n+](CCC(F)(F)F)cn1,[I-],CCCCn1c[n+](CCC(F)(F)F)cn1.[I-],396.2,2.598,349.138
CCCCCCCn1c[n+](CCC(F)(F)F)cn1,[I-],CCCCCCCn1c[n+](CCC(F)(F)F)cn1.[I-],447.2,2.651,391.219
CCCCCCCCCCn1c[n+](CCC(F)(F)F)cn1,[I-],CCCCCCCCCCn1c[n+](CCC(F)(F)F)cn1.[I-],465.2,2.668,433.3
CCCCCCCC[n+]1cc(C)cc(C)c1,[I-],CCCCCCCC[n+]1cc(C)cc(C)c1.[I-],355.2,2.55,347.284
CCCCCCCC[n+]1cc(CC)ccc1C,[I-],CCCCCCCC[n+]1cc(CC)ccc1C.[I-],360.2,2.557,361.311
CCCCCCCCCC[n+]1ccc(-c2ccncc2)cc1,[I-],CCCCCCCCCC[n+]1ccc(-c2ccncc2)cc1.[I-],397.2,2.599,424.37
CCCC[C@H](CC)C[N+](C)(C)C[C@@H](CC)CCCC,[I-],CCCC[C@H](CC)C[N+](C)(C)C[C@@H](CC)CCCC.[I-],346.2,2.539,397.429
C=CC[N+]1(C)CCCC1,[I-],C=CC[N+]1(C)CCCC1.[I-],330.7,2.519,253.127
CCCC[N@+]1(C)CCC[C@@H](C)C1,[I-],CCCC[N@+]1(C)CCC[C@@H](C)C1.[I-],417.2,2.62,297.224
CCCCCC[N@+]1(C)CCC[C@@H](C)C1,[I-],CCCCCC[N@+]1(C)CCC[C@@H](C)C1.[I-],396.2,2.598,325.278
CCCC[N+]1(C)CCCCCC1,[I-],CCCC[N+]1(C)CCCCCC1.[I-],360.2,2.557,297.224
CCCCCC[N+]1(C)CCCCCC1,[I-],CCCCCC[N+]1(C)CCCCCC1.[I-],413.2,2.616,325.278
COCC[N+]1(C)CCCCCC1,[I-],COCC[N+]1(C)CCCCCC1.[I-],356.2,2.552,299.196
COCCOCC[N+]1(C)CCCCCC1,[I-],COCCOCC[N+]1(C)CCCCCC1.[I-],344.2,2.537,343.249
Cn1cc[nH+]c1,O=S(=O)([O-])O,Cn1cc[nH+]c1.O=S(=O)([O-])O,294.1,2.468,180.185
CCCCn1cc[n+](C)c1,O=S(=O)([O-])O,CCCCn1cc[n+](C)c1.O=S(=O)([O-])O,301.9,2.48,236.293
Cc1cc[nH+]cc1,O=S(=O)([O-])O,Cc1cc[nH+]cc1.O=S(=O)([O-])O,254.3,2.405,191.208
C[NH3+],O=S(=O)([O-])O,C[NH3+].O=S(=O)([O-])O,356.3,2.552,129.137
CC[NH3+],O=S(=O)([O-])O,CC[NH3+].O=S(=O)([O-])O,317.7,2.502,143.164
CCC[NH3+],O=S(=O)([O-])O,CCC[NH3+].O=S(=O)([O-])O,307.1,2.487,157.191
CCCC[NH3+],O=S(=O)([O-])O,CCCC[NH3+].O=S(=O)([O-])O,306.7,2.487,171.218
C[NH2+]C,O=S(=O)([O-])O,C[NH2+]C.O=S(=O)([O-])O,282.8,2.451,143.164
C[NH+](C)C,O=S(=O)([O-])O,C[NH+](C)C.O=S(=O)([O-])O,346.1,2.539,157.191
CC[NH2+]CC,O=S(=O)([O-])O,CC[NH2+]CC.O=S(=O)([O-])O,350.5,2.545,171.218
CC[NH+](CC)CC,O=S(=O)([O-])O,CC[NH+](CC)CC.O=S(=O)([O-])O,357.4,2.553,199.272
CC[NH+](C)C,O=S(=O)([O-])O,CC[NH+](C)C.O=S(=O)([O-])O,276.5,2.442,171.218
CCCC[NH2+]CCCC,O=S(=O)([O-])O,CCCC[NH2+]CCCC.O=S(=O)([O-])O,404.1,2.606,227.326
CCCC[NH+](CCCC)CCCC,O=S(=O)([O-])O,CCCC[NH+](CCCC)CCCC.O=S(=O)([O-])O,359.8,2.556,283.434
OCC[NH+](CCO)CCO,O=S(=O)([O-])O,OCC[NH+](CCO)CCO.O=S(=O)([O-])O,326.2,2.513,247.269
CC(C)(C)[NH3+],O=S(=O)([O-])O,CC(C)(C)[NH3+].O=S(=O)([O-])O,403.8,2.606,171.218
C1CC[NH2+]C1,O=S(=O)([O-])O,C1CC[NH2+]C1.O=S(=O)([O-])O,243.2,2.386,169.202
C[NH+]1CCCC1,O=S(=O)([O-])O,C[NH+]1CCCC1.O=S(=O)([O-])O,307.2,2.487,183.229
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)[O-],CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)[O-],273.6,2.437,560.691
CCCCCCCCCCCCCCCCCC[N+](C)(C)C,C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)[O-],CCCCCCCCCCCCCCCCCC[N+](C)(C)C.C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)[O-],261,2.417,546.664
C[N+](C)(C)CCO,C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)[O-],C[N+](C)(C)CCO.C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)[O-],392.5,2.594,338.231
C[NH3+],O=P([O-])(O)O,C[NH3+].O=P([O-])(O)O,370,2.568,129.052
CC[NH3+],O=P([O-])(O)O,CC[NH3+].O=P([O-])(O)O,395,2.597,143.079
CCC[NH3+],O=P([O-])(O)O,CCC[NH3+].O=P([O-])(O)O,418.8,2.622,157.106
CCCC[NH3+],O=P([O-])(O)O,CCCC[NH3+].O=P([O-])(O)O,386.5,2.587,171.133
C[NH2+]C,O=P([O-])(O)O,C[NH2+]C.O=P([O-])(O)O,390.5,2.592,143.079
CC[NH2+]CC,O=P([O-])(O)O,CC[NH2+]CC.O=P([O-])(O)O,432.2,2.636,171.133
CCCC[NH2+]CCCC,O=P([O-])(O)O,CCCC[NH2+]CCCC.O=P([O-])(O)O,371.2,2.57,227.241
COCC[NH3+],O=P([O-])(O)O,COCC[NH3+].O=P([O-])(O)O,363.7,2.561,173.105
[NH3+]CCO,O=C([O-])CO,[NH3+]CCO.O=C([O-])CO,379.2,2.579,137.135
CCCC[N+](CCCC)(CCCC)CCCC,NCC(=O)[O-],CCCC[N+](CCCC)(CCCC)CCCC.NCC(=O)[O-],289.2,2.461,316.53
CCn1cc[n+](C)c1,O=S(=O)(F)[N-]S(=O)(=O)F,CCn1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,260.1,2.415,291.301
CCC[N+]1(C)CCCC1,O=S(=O)(F)[N-]S(=O)(=O)F,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,264.2,2.422,308.372
CCCC[N+]1(CC)CCCC1,O=S(=O)(F)[N-]S(=O)(=O)F,CCCC[N+]1(CC)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,237.2,2.375,336.426
COCC[N+]1(C)CCCC1,O=S(=O)(F)[N-]S(=O)(=O)F,COCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,277,2.442,324.371
CCCCCC[N+]1(C)CCOCC1,O=S(=O)(F)[N-]S(=O)(=O)F,CCCCCC[N+]1(C)CCOCC1.O=S(=O)(F)[N-]S(=O)(=O)F,307,2.487,366.452
CCC[P+](C)(C)C,O=S(=O)(F)[N-]S(=O)(=O)F,CCC[P+](C)(C)C.O=S(=O)(F)[N-]S(=O)(=O)F,273.2,2.436,299.301
CC(C)C[P+](C)(C)C,O=S(=O)(F)[N-]S(=O)(=O)F,CC(C)C[P+](C)(C)C.O=S(=O)(F)[N-]S(=O)(=O)F,285.5,2.456,313.328
C=CC[P+](C)(C)C,O=S(=O)(F)[N-]S(=O)(=O)F,C=CC[P+](C)(C)C.O=S(=O)(F)[N-]S(=O)(=O)F,268.2,2.428,297.285
COC[P+](C)(C)C,O=S(=O)(F)[N-]S(=O)(=O)F,COC[P+](C)(C)C.O=S(=O)(F)[N-]S(=O)(=O)F,267.2,2.427,301.273
C[NH3+],O=C[O-],C[NH3+].O=C[O-],268.9,2.43,77.083
CC[NH3+],O=C[O-],CC[NH3+].O=C[O-],260.7,2.416,91.11
CCC[NH3+],O=C[O-],CCC[NH3+].O=C[O-],268.1,2.428,105.137
CCCC[NH3+],O=C[O-],CCCC[NH3+].O=C[O-],254.9,2.406,119.164
CC(C)C[NH3+],O=C[O-],CC(C)C[NH3+].O=C[O-],299.2,2.476,119.164
CCCCC[NH3+],O=C[O-],CCCCC[NH3+].O=C[O-],285.2,2.455,133.191
CC[C@@H](C)C[NH3+],O=C[O-],CC[C@@H](C)C[NH3+].O=C[O-],272.2,2.435,133.191
C[NH2+]C,O=C[O-],C[NH2+]C.O=C[O-],260.2,2.415,91.11
CC[NH2+]CC,O=C[O-],CC[NH2+]CC.O=C[O-],293.1,2.467,119.164
CCCC[NH2+]CCCC,O=C[O-],CCCC[NH2+]CCCC.O=C[O-],301,2.479,175.272
[NH3+]CCO,O=C[O-],[NH3+]CCO.O=C[O-],191.1,2.281,107.109
OCC[NH+](CCO)CCO,O=C[O-],OCC[NH+](CCO)CCO.O=C[O-],340.5,2.532,195.215
[NH3+]CCOCCO,O=C[O-],[NH3+]CCOCCO.O=C[O-],198.3,2.297,151.162
COCC[NH3+],O=C[O-],COCC[NH3+].O=C[O-],250.8,2.399,121.136
COCC[NH2+]CCOC,O=C[O-],COCC[NH2+]CCOC.O=C[O-],277.8,2.444,179.216
C1CC[NH2+]C1,O=C[O-],C1CC[NH2+]C1.O=C[O-],273.5,2.437,117.148
C1COCC[NH2+]1,O=C[O-],C1COCC[NH2+]1.O=C[O-],279,2.446,133.147
CC[NH+]1CCOCC1,O=C[O-],CC[NH+]1CCOCC1.O=C[O-],251,2.4,161.201
CCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,236.2,2.373,556.172
CCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,223.2,2.349,612.28
CCCC[N+]1(C)CCCC1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,277,2.442,587.27
Cn1cc[n+](C)c1,N#C[N-]C#N,Cn1cc[n+](C)c1.N#C[N-]C#N,307.2,2.487,163.184
CCn1cc[n+](C)c1,N#C[N-]C#N,CCn1cc[n+](C)c1.N#C[N-]C#N,255.2,2.407,177.211
CCCCn1cc[n+](C)c1,N#C[N-]C#N,CCCCn1cc[n+](C)c1.N#C[N-]C#N,267.2,2.427,205.265
CCCCn1cc[n+](C)c1C,N#C[N-]C#N,CCCCn1cc[n+](C)c1C.N#C[N-]C#N,299.2,2.476,219.292
CCCCCCCCn1cc[n+](C)c1,N#C[N-]C#N,CCCCCCCCn1cc[n+](C)c1.N#C[N-]C#N,224.2,2.351,261.373
C[n+]1ccn(CCO)c1,N#C[N-]C#N,C[n+]1ccn(CCO)c1.N#C[N-]C#N,223.2,2.349,193.21
Cn1cc[n+](C[C@@H](Br)CN=[N+]=[N-])c1,N#C[N-]C#N,Cn1cc[n+](C[C@@H](Br)CN=[N+]=[N-])c1.N#C[N-]C#N,279,2.446,311.147
C[n+]1ccn(CCO[N+](=O)[O-])c1,N#C[N-]C#N,C[n+]1ccn(CCO[N+](=O)[O-])c1.N#C[N-]C#N,223,2.348,238.207
CC[n+]1cccn1C,N#C[N-]C#N,CC[n+]1cccn1C.N#C[N-]C#N,286.2,2.457,177.211
COCC[n+]1cccn1C,N#C[N-]C#N,COCC[n+]1cccn1C.N#C[N-]C#N,265.2,2.424,207.237
CC[n+]1ccsc1,N#C[N-]C#N,CC[n+]1ccsc1.N#C[N-]C#N,330.2,2.519,180.236
CC[n+]1ccccc1,N#C[N-]C#N,CC[n+]1ccccc1.N#C[N-]C#N,227.1,2.356,174.207
O=[N+]([O-])OCC[n+]1ccccc1,N#C[N-]C#N,O=[N+]([O-])OCC[n+]1ccccc1.N#C[N-]C#N,333.2,2.523,235.203
CCCC[n+]1cccc(C)c1,N#C[N-]C#N,CCCC[n+]1cccc(C)c1.N#C[N-]C#N,278,2.444,216.288
CCCC[n+]1ccc(C)cc1,N#C[N-]C#N,CCCC[n+]1ccc(C)cc1.N#C[N-]C#N,300.3,2.478,216.288
CCCC[n+]1cc(C)cc(C)c1,N#C[N-]C#N,CCCC[n+]1cc(C)cc(C)c1.N#C[N-]C#N,272.2,2.435,230.315
CCCCCCCC[n+]1cc(CC)ccc1C,N#C[N-]C#N,CCCCCCCC[n+]1cc(CC)ccc1C.N#C[N-]C#N,326.2,2.513,300.45
OCC[n+]1ccccc1,N#C[N-]C#N,OCC[n+]1ccccc1.N#C[N-]C#N,224.3,2.351,190.206
Cc1cc2cccc[n+]2cc1C,N#C[N-]C#N,Cc1cc2cccc[n+]2cc1C.N#C[N-]C#N,341.1,2.533,224.267
CCc1cc2cccc[n+]2cc1CC,N#C[N-]C#N,CCc1cc2cccc[n+]2cc1CC.N#C[N-]C#N,410.7,2.614,252.321
CC[N+](C)(C)C,N#C[N-]C#N,CC[N+](C)(C)C.N#C[N-]C#N,369.5,2.568,154.217
CCCC[N+](C)(CCCC)CCCC,N#C[N-]C#N,CCCC[N+](C)(CCCC)CCCC.N#C[N-]C#N,285.2,2.455,266.433
CCCCC[N+](CC)(CC)CC,N#C[N-]C#N,CCCCC[N+](CC)(CC)CC.N#C[N-]C#N,266.2,2.425,238.379
CCCCCC[N+](CC)(CC)CC,N#C[N-]C#N,CCCCCC[N+](CC)(CC)CC.N#C[N-]C#N,230.2,2.362,252.406
CCCCCC[N+](CCCC)(CCCC)CCCC,N#C[N-]C#N,CCCCCC[N+](CCCC)(CCCC)CCCC.N#C[N-]C#N,230.2,2.362,336.568
C[N+](C)(C)CCO,N#C[N-]C#N,C[N+](C)(C)CCO.N#C[N-]C#N,223.3,2.349,170.216
CCCCCCCCCCCCOC(=O)C[N+](C)(C)C,N#C[N-]C#N,CCCCCCCCCCCCOC(=O)C[N+](C)(C)C.N#C[N-]C#N,331.2,2.52,352.523
CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C,N#C[N-]C#N,CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.N#C[N-]C#N,334.2,2.524,380.577
CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C,N#C[N-]C#N,CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.N#C[N-]C#N,336.2,2.527,408.631
C[N+](C)(C)CCCC#N,N#C[N-]C#N,C[N+](C)(C)CCCC#N.N#C[N-]C#N,316.4,2.5,193.254
CC[N+](C)(C)N,N#C[N-]C#N,CC[N+](C)(C)N.N#C[N-]C#N,304.1,2.483,155.205
CCCC[N+](C)(C)N,N#C[N-]C#N,CCCC[N+](C)(C)N.N#C[N-]C#N,293.6,2.468,183.259
C[N+](C)(C)CCO[N+](=O)[O-],N#C[N-]C#N,C[N+](C)(C)CCO[N+](=O)[O-].N#C[N-]C#N,223.1,2.348,215.213
CC[N+]1(C)CCCC1,N#C[N-]C#N,CC[N+]1(C)CCCC1.N#C[N-]C#N,261.2,2.417,180.255
CCC[N+]1(C)CCCC1,N#C[N-]C#N,CCC[N+]1(C)CCCC1.N#C[N-]C#N,238.2,2.377,194.282
CCCC[N+]1(C)CCCC1,N#C[N-]C#N,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,218.2,2.339,208.309
CCCCCC[N+]1(C)CCCC1,N#C[N-]C#N,CCCCCC[N+]1(C)CCCC1.N#C[N-]C#N,262.2,2.419,236.363
C[N+]1(CCO)CCCC1,N#C[N-]C#N,C[N+]1(CCO)CCCC1.N#C[N-]C#N,223.4,2.349,196.254
C[N+]1(CCO[N+](=O)[O-])CCCC1,N#C[N-]C#N,C[N+]1(CCO[N+](=O)[O-])CCCC1.N#C[N-]C#N,223.3,2.349,241.251
CCCCN(C)C(N(C)C)=[N+](C)C,N#C[N-]C#N,CCCCN(C)C(N(C)C)=[N+](C)C.N#C[N-]C#N,348.2,2.542,252.366
CCCC[P+](CC)(CC)CC,N#C[N-]C#N,CCCC[P+](CC)(CC)CC.N#C[N-]C#N,278.2,2.444,241.319
CCCC[P+](C)(CCCC)CCCC,N#C[N-]C#N,CCCC[P+](C)(CCCC)CCCC.N#C[N-]C#N,279.1,2.446,283.4
CCCCC[P+](CC)(CC)CC,N#C[N-]C#N,CCCCC[P+](CC)(CC)CC.N#C[N-]C#N,261.2,2.417,255.346
CC[P+](CC)(CC)COC,N#C[N-]C#N,CC[P+](CC)(CC)COC.N#C[N-]C#N,262.2,2.419,229.264
C[S+]1CCCC1,N#C[N-]C#N,C[S+]1CCCC1.N#C[N-]C#N,286.2,2.457,169.253
Cn1cc[nH+]c1,[O-][Cl+3]([O-])([O-])[O-],Cn1cc[nH+]c1.[O-][Cl+3]([O-])([O-])[O-],430.2,2.634,182.563
CCn1cc[nH+]c1,[O-][Cl+3]([O-])([O-])[O-],CCn1cc[nH+]c1.[O-][Cl+3]([O-])([O-])[O-],294.2,2.469,196.59
Cn1cc[n+](C)c1,[O-][Cl+3]([O-])([O-])[O-],Cn1cc[n+](C)c1.[O-][Cl+3]([O-])([O-])[O-],337.2,2.528,196.59
CCn1cc[n+](C)c1,[O-][Cl+3]([O-])([O-])[O-],CCn1cc[n+](C)c1.[O-][Cl+3]([O-])([O-])[O-],280.2,2.447,210.617
CCCCn1cc[n+](C)c1,[O-][Cl+3]([O-])([O-])[O-],CCCCn1cc[n+](C)c1.[O-][Cl+3]([O-])([O-])[O-],338.2,2.529,238.671
CC[NH3+],[O-][Cl+3]([O-])([O-])[O-],CC[NH3+].[O-][Cl+3]([O-])([O-])[O-],425.1,2.628,145.542
CCCCCCCCCCCCOC(=O)C[N+](C)(C)C,[O-][Cl+3]([O-])([O-])[O-],CCCCCCCCCCCCOC(=O)C[N+](C)(C)C.[O-][Cl+3]([O-])([O-])[O-],357.2,2.553,385.929
CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C,[O-][Cl+3]([O-])([O-])[O-],CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.[O-][Cl+3]([O-])([O-])[O-],367.2,2.565,413.983
CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C,[O-][Cl+3]([O-])([O-])[O-],CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.[O-][Cl+3]([O-])([O-])[O-],372.2,2.571,442.037
CCCN(C)C(N(C)C)=[N+](C)C,[O-][Cl+3]([O-])([O-])[O-],CCCN(C)C(N(C)C)=[N+](C)C.[O-][Cl+3]([O-])([O-])[O-],541.2,2.733,271.745
CCCCN(C)C(N(C)C)=[N+](C)C,[O-][Cl+3]([O-])([O-])[O-],CCCCN(C)C(N(C)C)=[N+](C)C.[O-][Cl+3]([O-])([O-])[O-],408.2,2.611,285.772
CCC[N+](C)=C1N(C)CCN1C,[O-][Cl+3]([O-])([O-])[O-],CCC[N+](C)=C1N(C)CCN1C.[O-][Cl+3]([O-])([O-])[O-],312.2,2.494,269.729
Cn1cc[nH+]c1,[Cl-],Cn1cc[nH+]c1.[Cl-],345.2,2.538,118.567
CCn1cc[nH+]c1,[Cl-],CCn1cc[nH+]c1.[Cl-],331.2,2.52,132.594
CCCCSc1[nH+]ccn1C,[Cl-],CCCCSc1[nH+]ccn1C.[Cl-],365.2,2.563,206.742
Cn1cc[n+](C)c1,[Cl-],Cn1cc[n+](C)c1.[Cl-],454.2,2.657,132.594
CCn1cc[n+](C)c1,[Cl-],CCn1cc[n+](C)c1.[Cl-],406.7,2.609,146.621
CCCCn1cc[n+](C)c1,[Cl-],CCCCn1cc[n+](C)c1.[Cl-],326.2,2.513,174.675
CCCCCC[n+]1ccn(C)c1,[Cl-],CCCCCC[n+]1ccn(C)c1.[Cl-],198.2,2.297,202.729
CCCCCCCCn1cc[n+](C)c1,[Cl-],CCCCCCCCn1cc[n+](C)c1.[Cl-],273.2,2.436,230.783
C=CCn1cc[n+](CC=C)c1,[Cl-],C=CCn1cc[n+](CC=C)c1.[Cl-],294.7,2.469,184.67
Cn1cc[n+](CCCC#N)c1,[Cl-],Cn1cc[n+](CCCC#N)c1.[Cl-],363.5,2.561,185.658
CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC,[Cl-],CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],264.2,2.422,446.248
CCCC[C@H](CC)C[N+](C)(C)C[C@@H](CC)CCCC,[Cl-],CCCC[C@H](CC)C[N+](C)(C)C[C@@H](CC)CCCC.[Cl-],357.2,2.553,305.978
C[N+](C)(C)CCCC#N,[Cl-],C[N+](C)(C)CCCC#N.[Cl-],352,2.547,162.664
C[N+]1(CCO)CCCC1,[Cl-],C[N+]1(CCO)CCCC1.[Cl-],306.2,2.486,165.664
C[N+]1(CCCO)CCCC1,[Cl-],C[N+]1(CCCO)CCCC1.[Cl-],314.2,2.497,179.691
COCC[N+]1(C)CCCCC1,[Cl-],COCC[N+]1(C)CCCCC1.[Cl-],331.2,2.52,193.718
C[N+]1(CCO)CCCCC1,[Cl-],C[N+]1(CCO)CCCCC1.[Cl-],313.2,2.496,179.691
CC[N+]1(CCO)CCCCC1,[Cl-],CC[N+]1(CCO)CCCCC1.[Cl-],361.2,2.558,193.718
CCCC[P+](C)(CCCC)CCCC,[Cl-],CCCC[P+](C)(CCCC)CCCC.[Cl-],293.6,2.468,252.81
CCCC[P+](CC)(CCCC)CCCC,[Cl-],CCCC[P+](CC)(CCCC)CCCC.[Cl-],343.3,2.536,266.837
CCCC[P+](CCCC)(CCCC)CCCC,[Cl-],CCCC[P+](CCCC)(CCCC)CCCC.[Cl-],343.8,2.536,294.891
CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,[Cl-],CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-],312.1,2.494,435.161
CCCCCC[P+](CCCC)(CCCC)CCCC,[Cl-],CCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-],297.4,2.473,322.945
CCCCCCCC[P+](CCCC)(CCCC)CCCC,[Cl-],CCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-],292.6,2.466,350.999
CCCCCCCC[P+](C)(CCCCCCCC)CCCCCCCC,[Cl-],CCCCCCCC[P+](C)(CCCCCCCC)CCCCCCCC.[Cl-],362.5,2.559,421.134
CCCCCCCC[P+](CCC)(CCCCCCCC)CCCCCCCC,[Cl-],CCCCCCCC[P+](CCC)(CCCCCCCC)CCCCCCCC.[Cl-],301.8,2.48,449.188
CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,[Cl-],CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-],296,2.471,407.107
CCCCCCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,[Cl-],CCCCCCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Cl-],243.2,2.386,575.431
CCCCCCCCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,[Cl-],CCCCCCCCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Cl-],253.2,2.403,603.485
CCn1cc[n+](C)c1,N#C[C-](C#N)C#N,CCn1cc[n+](C)c1.N#C[C-](C#N)C#N,259.7,2.414,201.233
CC[N+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,CC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F,342.2,2.534,460.409
